Mod:Item:MetaData, Localized Name
mekanism:reinforcedplasticblock:11, §eЖелтый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:12, §9Светло-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:13, §dПурпурный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:14, §6Оранжевый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:15, §fБелый Укреплённый пластиковый блок
mekanism:roadplasticblock:0, §8Черный Пластиковый путь
mekanism:roadplasticblock:1, §cКрасный Пластиковый путь
mekanism:roadplasticblock:2, §2Зеленый Пластиковый путь
mekanism:roadplasticblock:3, §6Коричневый Пластиковый путь
mekanism:roadplasticblock:4, §1Синий Пластиковый путь
mekanism:roadplasticblock:5, §5Фиолетовый Пластиковый путь
mekanism:roadplasticblock:6, §3Темно-Голубой Пластиковый путь
mekanism:roadplasticblock:7, §7Светло-Серый Пластиковый путь
mekanism:roadplasticblock:8, §8Серый Пластиковый путь
mekanism:roadplasticblock:9, §dРозовый Пластиковый путь
mekanism:roadplasticblock:10, §aСветло-Зеленый Пластиковый путь
mekanism:roadplasticblock:11, §eЖелтый Пластиковый путь
mekanism:roadplasticblock:12, §9Светло-Голубой Пластиковый путь
mekanism:roadplasticblock:13, §dПурпурный Пластиковый путь
mekanism:roadplasticblock:14, §6Оранжевый Пластиковый путь
mekanism:roadplasticblock:15, §fБелый Пластиковый путь
mekanism:plasticfence:0, §8Черный Пластиковый забор
mekanism:plasticfence:1, §cКрасный Пластиковый забор
mekanism:plasticfence:2, §2Зеленый Пластиковый забор
mekanism:plasticfence:3, §6Коричневый Пластиковый забор
mekanism:plasticfence:4, §1Синий Пластиковый забор
mekanism:plasticfence:5, §5Фиолетовый Пластиковый забор
mekanism:plasticfence:6, §3Темно-Голубой Пластиковый забор
mekanism:plasticfence:7, §7Светло-Серый Пластиковый забор
mekanism:plasticfence:8, §8Серый Пластиковый забор
mekanism:plasticfence:9, §dРозовый Пластиковый забор
mekanism:plasticfence:10, §aСветло-Зеленый Пластиковый забор
mekanism:plasticfence:11, §eЖелтый Пластиковый забор
mekanism:plasticfence:12, §9Светло-Голубой Пластиковый забор
mekanism:plasticfence:13, §dПурпурный Пластиковый забор
mekanism:plasticfence:14, §6Оранжевый Пластиковый забор
mekanism:plasticfence:15, §fБелый Пластиковый забор
mekanism:saltblock, Блок соли
mekanismgenerators:solarpanel, Солнечная панель
mekanismgenerators:hohlraum, Реакционная камера
mekanismgenerators:turbineblade, Лезвие турбины
mekanismgenerators:generator:0, Тепловой генератор
mekanismgenerators:generator:1, Солнечный генератор
mekanismgenerators:generator:3, Газовый генератор
mekanismgenerators:generator:4, Биогенератор
mekanismgenerators:generator:5, Продвинутый солнечный генератор
mekanismgenerators:generator:6, Ветровая турбина
mekanismgenerators:generator:7, Ротор турбины
mekanismgenerators:generator:8, Вращательный комплекс
mekanismgenerators:generator:9, Электромагнитная катушка
mekanismgenerators:generator:10, Обшивка турбины
mekanismgenerators:generator:11, Порт турбины
mekanismgenerators:generator:12, Вентиль турбины
mekanismgenerators:generator:13, Насыщающий конденсатор
mekanismgenerators:reactor:0, Панель управления реактором
mekanismgenerators:reactor:1, Каркас реактора
mekanismgenerators:reactor:2, Порт реактора
mekanismgenerators:reactor:3, Логический адаптер реактора
mekanismgenerators:reactorglass:0, Стекло реактора
mekanismgenerators:reactorglass:1, Матрица лазерного фокуса
mekanismtools:woodpaxel, Деревянный мульти-инcтрумент
mekanismtools:stonepaxel, Каменный мульти-инcтрумент
mekanismtools:ironpaxel, Железный мульти-инcтрумент
mekanismtools:diamondpaxel, Алмазный мульти-инcтрумент
mekanismtools:goldpaxel, Золотой мульти-инcтрумент
mekanismtools:glowstonepickaxe, Светокаменная кирка
mekanismtools:glowstoneaxe, Светокаменный топор
mekanismtools:glowstoneshovel, Светокаменная лопата
mekanismtools:glowstonehoe, Светокаменная мотыга
mekanismtools:glowstonesword, Светокаменный меч
mekanismtools:glowstonepaxel, Светокаменный мульти-инcтрумент
mekanismtools:glowstonehelmet, Светокаменный шлем
mekanismtools:glowstonechestplate, Светокаменная кираса
mekanismtools:glowstoneleggings, Светокаменные поножи
mekanismtools:glowstoneboots, Светокаменные ботинки
mekanismtools:bronzepickaxe, Бронзовая кирка
mekanismtools:bronzeaxe, Бронзовый топор
mekanismtools:bronzeshovel, Бронзовая лопата
mekanismtools:bronzehoe, Бронзовая мотыга
mekanismtools:bronzesword, Бронзовый меч
mekanismtools:bronzepaxel, Бронзовый мульти-инcтрумент
mekanismtools:bronzehelmet, Бронзовый шлем
mekanismtools:bronzechestplate, Бронзовая кираса
mekanismtools:bronzeleggings, Бронзовые поножи
mekanismtools:bronzeboots, Бронзовые ботинки
mekanismtools:osmiumpickaxe, Осмиевая кирка
mekanismtools:osmiumaxe, Осмиевый топор
mekanismtools:osmiumshovel, Осмиевая лопата
mekanismtools:osmiumhoe, Осмиевая мотыга
mekanismtools:osmiumsword, Осмиевый меч
mekanismtools:osmiumpaxel, Осмиевый мульти-инcтрумент
mekanismtools:osmiumhelmet, Осмиевый шлем
mekanismtools:osmiumchestplate, Осмиевая кираса
mekanismtools:osmiumleggings, Осмиевые поножи
mekanismtools:osmiumboots, Осмиевые ботинки
mekanismtools:obsidianpickaxe, Обсидиановая кирка
mekanismtools:obsidianaxe, Обсидиановый топор
mekanismtools:obsidianshovel, Обсидиановая лопата
mekanismtools:obsidianhoe, Обсидиановая мотыга
mekanismtools:obsidiansword, Обсидиановый меч
mekanismtools:obsidianpaxel, Обсидиановый мульти-инcтрумент
mekanismtools:obsidianhelmet, Обсидиановый шлем
mekanismtools:obsidianchestplate, Обсидиановая кираса
mekanismtools:obsidianleggings, Обсидиановые поножи
mekanismtools:obsidianboots, Обсидиановые ботинки
mekanismtools:lapislazulipickaxe, Лазуритовая кирка
mekanismtools:lapislazuliaxe, Лазуритовый топор
mekanismtools:lapislazulishovel, Лазуритовая лопата
mekanismtools:lapislazulihoe, Лазуритовая мотыга
mekanismtools:lapislazulisword, Лазуритовый меч
mekanismtools:lapislazulipaxel, Лазуритовый мульти-инcтрумент
mekanismtools:lapislazulihelmet, Лазуритовый шлем
mekanismtools:lapislazulichestplate, Лазуритовая кираса
mekanismtools:lapislazulileggings, Лазуритовые поножи
mekanismtools:lapislazuliboots, Лазуритовые ботинки
mekanismtools:steelpickaxe, Стальная кирка
mekanismtools:steelaxe, Стальной топор
mekanismtools:steelshovel, Стальная лопата
mekanismtools:steelhoe, Стальная мотыга
mekanismtools:steelsword, Стальной меч
mekanismtools:steelpaxel, Стальной мульти-инcтрумент
mekanismtools:steelhelmet, Стальной шлем
mekanismtools:steelchestplate, Стальная кираса
mekanismtools:steelleggings, Стальные поножи
mekanismtools:steelboots, Стальные ботинки
betteranimalsplus:wolfhead, item.null.name
betteranimalsplus:wolfhead_1, Голова волка
betteranimalsplus:wolfhead_2, Голова волка
betteranimalsplus:wolfhead_3, Голова волка
betteranimalsplus:wolfhead_4, Голова волка
betteranimalsplus:wolfhead_5, Голова волка
betteranimalsplus:wolfhead_6, Голова волка
betteranimalsplus:coyotehead, item.null.name
betteranimalsplus:coyotehead_1, Голова койота
betteranimalsplus:foxhead, item.null.name
betteranimalsplus:foxhead_1, Голова лисы
betteranimalsplus:foxhead_2, Голова лисы
betteranimalsplus:foxhead_3, Голова лисы
betteranimalsplus:foxhead_4, Голова лисы
betteranimalsplus:boarhead, item.null.name
betteranimalsplus:boarhead_1, Голова кабана
betteranimalsplus:boarhead_2, Голова кабана
betteranimalsplus:boarhead_3, Голова кабана
betteranimalsplus:boarhead_4, Голова кабана
betteranimalsplus:bearhead, item.null.name
betteranimalsplus:bearhead_1, Голова медведя
betteranimalsplus:bearhead_2, Голова медведя
betteranimalsplus:bearhead_3, Голова медведя
betteranimalsplus:deerhead, item.null.name
betteranimalsplus:deerhead_1, Голова оленя
betteranimalsplus:deerhead_2, Голова оленя
betteranimalsplus:deerhead_3, Голова оленя
betteranimalsplus:deerhead_4, Голова оленя
betteranimalsplus:reindeerhead, item.null.name
betteranimalsplus:reindeerhead_1, Голова северного оленя
betteranimalsplus:reindeerhead_2, Голова северного оленя
betteranimalsplus:reindeerhead_3, Голова северного оленя
betteranimalsplus:reindeerhead_4, Голова северного оленя
betteranimalsplus:moosehead, item.null.name
betteranimalsplus:moosehead_1, Голова лося
betteranimalsplus:moosehead_2, Голова лося
betteranimalsplus:moosehead_3, Голова лося
betteranimalsplus:moosehead_4, Голова лося
betteranimalsplus:hirschgeistskull, item.null.name
betteranimalsplus:hirschgeistskull_1, Череп Хиршгейста
betteranimalsplus:venisonraw, Сырая оленина
betteranimalsplus:venisoncooked, Приготовленная оленина
betteranimalsplus:hirschgeistskullwearable, Носимый череп хиршгейста
betteranimalsplus:antler, Рога
betteranimalsplus:blubber, Китовый жир
betteranimalsplus:goatmilk, Козье молоко
betteranimalsplus:goatcheese, Козий сыр
betteranimalsplus:pheasantraw, Сырая фазанина
betteranimalsplus:pheasantcooked, Приготовленная фазанина
betteranimalsplus:wolf_pelt_snowy, Шкура снежного волка
betteranimalsplus:wolf_pelt_timber, Шкура лесного волка
betteranimalsplus:wolf_pelt_black, Шкура черного волка
betteranimalsplus:wolf_pelt_arctic, Шкура арктического волка
betteranimalsplus:wolf_pelt_brown, Шкура бурого волка
betteranimalsplus:wolf_pelt_red, Шкура рыжего волка
betteranimalsplus:wolf_cape_classic, Волчий плащ (классический)
betteranimalsplus:wolf_cape_timber, Волчий плащ (лесной)
betteranimalsplus:wolf_cape_black, Волчий плащ (черный)
betteranimalsplus:wolf_cape_arctic, Волчий плащ (арктический)
betteranimalsplus:wolf_cape_brown, Волчий плащ (бурый)
betteranimalsplus:wolf_cape_red, Волчий плащ (рыжий)
betteranimalsplus:bear_skin_brown, Шкура бурого медведя
betteranimalsplus:bear_skin_black, Шкура черного медведя
betteranimalsplus:bear_skin_kermode, Шкура кермодского медведя
betteranimalsplus:bear_cape_brown, Медвежий плащ (коричневый)
betteranimalsplus:bear_cape_black, Медвежий плащ (черный)
betteranimalsplus:bear_cape_kermode, Медвежий плащ (кермодский)
betteranimalsplus:crab_meat_raw, Сырое мясо краба
betteranimalsplus:crab_meat_cooked, Приготовленное мясо краба
betteranimalsplus:record_crab_rave, Пластинка
betteranimalsplus:record_walrus, Пластинка
betteranimalsplus:pheasant_egg, Яйцо фазана
betteranimalsplus:turkey_egg, Яйцо индейки
betteranimalsplus:goose_egg, Гусиное яйцо
betteranimalsplus:golden_goose_egg, Золотое гусиное яйцо
betteranimalsplus:turkey_leg_raw, Сырая ножка индейки
betteranimalsplus:turkey_leg_cooked, Приготовленная ножка индейки
betteranimalsplus:eel_meat_raw, Сырое мясо угря
betteranimalsplus:eel_meat_cooked, Приготовленное мясо угря
betteranimalsplus:fried_egg, Жаренное яйцо
betteranimalsplus:advancement_icon_jellyfish, item.betteranimalsplus.advancement_icon_jellyfish.name
betteranimalsplus:advancement_icon_jellyfish_cross, item.betteranimalsplus.advancement_icon_jellyfish_cross.name
betteranimalsplus:advancement_icon_goat, item.betteranimalsplus.advancement_icon_goat.name
betteranimalsplus:advancement_icon_shark, item.betteranimalsplus.advancement_icon_shark.name
betteranimalsplus:advancement_icon_lamprey, item.betteranimalsplus.advancement_icon_lamprey.name
betteranimalsplus:advancement_icon_squirrel, item.betteranimalsplus.advancement_icon_squirrel.name
betteranimalsplus:advancement_icon_badger, item.betteranimalsplus.advancement_icon_badger.name
betteranimalsplus:advancement_icon_succening, item.betteranimalsplus.advancement_icon_succening.name
betteranimalsplus:trillium, Триллиум
betteranimalsplus:handoffate, Рука судьбы
betteranimalsplus:turkey_raw, Сырая индейка
betteranimalsplus:turkey_cooked, Приготовленная индейка
astralsorcery:itemcraftingcomponent:0, Аквамарин
astralsorcery:itemcraftingcomponent:1, Слиток Звёздного металла
astralsorcery:itemcraftingcomponent:2, Звёздная пыль
astralsorcery:itemcraftingcomponent:3, Стеклянная линза
astralsorcery:itemcraftingcomponent:4, Резонирующий самоцвет
astralsorcery:itemcraftingcomponent:5, Пергамент
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:itemconstellationpaper:0, Свиток созвездия
astralsorcery:iteminfusedglass, Зачарованное стекло
astralsorcery:itemrockcrystalsimple:0, Горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemtunedrockcrystal:0, Настроенный горный кристалл
astralsorcery:itemcelestialcrystal:0, Небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemtunedcelestialcrystal:0, Настроенный небесный кристалл
astralsorcery:itemjournal, Журнал Знаний
astralsorcery:itemhandtelescope, Ручной телескоп
astralsorcery:itemlinkingtool, Инструмент связывания
astralsorcery:itemwand, Резонирующий жезл
astralsorcery:itemsextant, Секстант
astralsorcery:itemilluminationwand, Светящийся жезл
astralsorcery:itemcoloredlens:0, Цветная линза
astralsorcery:itemcoloredlens:1, Цветная линза
astralsorcery:itemcoloredlens:2, Цветная линза
astralsorcery:itemcoloredlens:3, Цветная линза
astralsorcery:itemcoloredlens:4, Цветная линза
astralsorcery:itemcoloredlens:5, Цветная линза
astralsorcery:itemcoloredlens:6, Цветная линза
astralsorcery:itemskyresonator, Резонатор света
astralsorcery:itemshiftingstar, Изменчивая звезда
astralsorcery:itemarchitectwand, Формирующий жезл
astralsorcery:itemexchangewand, Конвертирующий жезл
astralsorcery:itemgrapplewand, Жезл импульсов
astralsorcery:itemusabledust:0, Осветительный порошок
astralsorcery:itemusabledust:1, Ночной порошок
astralsorcery:itemknowledgeshare, Свиток записи исследований
astralsorcery:itemperkseal, Сигил-печать
astralsorcery:itemknowledgefragment, Светящийся свиток
astralsorcery:itemfragmentcapsule, Сияющий футляр
astralsorcery:itemperkgem:0, Облачный камень
astralsorcery:itemperkgem:1, Солнечный камень
astralsorcery:itemperkgem:2, Лунный камень
astralsorcery:itemcrystalpickaxe, Кристальная кирка
astralsorcery:itemcrystalshovel, Кристальная лопата
astralsorcery:itemcrystalaxe, Кристальный топор
astralsorcery:itemcrystalsword, Кристальный меч
astralsorcery:itemchargedcrystalaxe, Заряженный кристальный топор
astralsorcery:itemchargedcrystalsword, Заряженный кристальный меч
astralsorcery:itemchargedcrystalpickaxe, Заряженная кристальная кирка
astralsorcery:itemchargedcrystalshovel, Заряженная кристальная лопата
astralsorcery:itemcape, Звёздная мантия
astralsorcery:itemenchantmentamulet, Сверкающая призма
astralsorcery:blockmarblestairs, Мраморные ступеньки
astralsorcery:blockflarelight, Неустойчивая вспышка
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Сдерживающая чаша
astralsorcery:blockbore, Фонтан перемен
astralsorcery:blockattunementaltar, Алтарь настройки
astralsorcery:blockattunementrelay, Реле настройки
astralsorcery:blockwell, Колодец света
astralsorcery:blockworldilluminator, Пещерный осветитель
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Разливщик Звёздного света
astralsorcery:blockrituallink, Ритуальный якорь
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Древесный маяк
astralsorcery:blocktranslucentblock, Прозрачный блок
astralsorcery:blockmapdrawingtable, Стол преломления звёздного света
astralsorcery:blockcelestialgateway, Небесные Врата
astralsorcery:blockobservatory, Обсерватория
astralsorcery:blocklens, Кристальная линза
astralsorcery:blockprism, Призма
astralsorcery:blockmarbleslab:0, Мраморная плита
astralsorcery:blockcustomore:0, Горная кристальная руда
astralsorcery:blockcustomore:1, Руда Звёздного металла
astralsorcery:blockcustomsandore:0, Аквамариновый сланец
astralsorcery:blockcustomflower:0, Тусклый амарант
astralsorcery:blockmarble:0, Мрамор
astralsorcery:blockmarble:1, Мраморный кирпич
astralsorcery:blockmarble:2, Мраморная колонна
astralsorcery:blockmarble:3, Мраморная арка
astralsorcery:blockmarble:4, Резной мрамор
astralsorcery:blockmarble:5, Гравированный мрамор
astralsorcery:blockmarble:6, Рунный мрамор
astralsorcery:blockblackmarble:0, Угольный мрамор
astralsorcery:blockblackmarble:1, Кирпич из угольного мрамора
astralsorcery:blockblackmarble:2, Колонна из угольного мрамора
astralsorcery:blockblackmarble:3, Арка угольного мрамора
astralsorcery:blockblackmarble:4, Резной угольный мрамор
astralsorcery:blockblackmarble:5, Гравированный угольный мрамор
astralsorcery:blockblackmarble:6, Рунный угольный мрамор
astralsorcery:blockinfusedwood:0, Пропитанное дерево
astralsorcery:blockinfusedwood:1, Доски пропитанного дерева
astralsorcery:blockinfusedwood:2, Колонна из пропитанного дерева
astralsorcery:blockinfusedwood:3, Арка пропитанного дерева
astralsorcery:blockinfusedwood:4, Гравированное пропитанное дерево
astralsorcery:blockinfusedwood:5, Обогащённое пропитанное дерево
astralsorcery:blockinfusedwood:6, Оживлённое пропитанное дерево
astralsorcery:blockborehead:0, Добывающее ядро
astralsorcery:blockborehead:1, Парализующее ядро
astralsorcery:blockmachine:0, Телескоп
astralsorcery:blockmachine:1, Точильный камень
astralsorcery:blockcelestialcrystals:0, Небесный кристальный кластер
astralsorcery:blockcelestialcrystals:1, Небесный кристальный кластер
astralsorcery:blockcelestialcrystals:2, Небесный кристальный кластер
astralsorcery:blockcelestialcrystals:3, Небесный кристальный кластер
astralsorcery:blockcelestialcrystals:4, Небесный кристальный кластер
astralsorcery:blockgemcrystals:0, Кластер драгоценного камня
astralsorcery:blockgemcrystals:1, Кластер драгоценного камня
astralsorcery:blockgemcrystals:2, Кластер драгоценного камня
astralsorcery:blockgemcrystals:3, Кластер драгоценного камня
astralsorcery:blockgemcrystals:4, Кластер драгоценного камня
astralsorcery:blockstructural:0, Телескоп
astralsorcery:blockritualpedestal, Ритуальный пьедестал
astralsorcery:blockaltar:0, Светящийся верстак
astralsorcery:blockaltar:1, Алтарь звёздного света
astralsorcery:blockaltar:2, Небесный алтарь
astralsorcery:blockaltar:3, Переливчатый алтарь
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
astralsorcery:blockcelestialcollectorcrystal:0, Летающий кристалл
buildcraftcore:spring:0, Источник воды
buildcraftcore:spring:1, Источник нефти
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Чертёж (декорация)
buildcraftcore:decorated:2, Шаблон (декорация)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Лазер (декорация)
buildcraftcore:marker_volume, Метка
buildcraftcore:marker_path, Направляющая метка
buildcraftcore:engine:0, Двигатель на красном камне
buildcraftcore:engine:1, Двигатель Стирлинга
buildcraftcore:engine:2, Двигатель внутреннего сгорания
buildcraftcore:engine:3, Двигатель для творческого режима
buildcraftcore:wrench, Гаечный ключ
buildcraftcore:gear_wood, Деревянная шестерня
buildcraftcore:gear_stone, Каменная шестерня
buildcraftcore:gear_iron, Железная шестерня
buildcraftcore:gear_gold, Золотая шестерня
buildcraftcore:gear_diamond, Алмазная шестерня
buildcraftcore:paintbrush:64, Кисточка
buildcraftcore:paintbrush:0, §z§0§fБелый§r Кисточка
buildcraftcore:paintbrush:0, §z§1§6Оранжевый§r Кисточка
buildcraftcore:paintbrush:0, §z§2§dПурпурный§r Кисточка
buildcraftcore:paintbrush:0, §z§3§bГолубой§r Кисточка
buildcraftcore:paintbrush:0, §z§4§eЖёлтый§r Кисточка
buildcraftcore:paintbrush:0, §z§5§aЛаймовый§r Кисточка
buildcraftcore:paintbrush:0, §z§6§dРозовый§r Кисточка
buildcraftcore:paintbrush:0, §z§7§7Серый§r Кисточка
buildcraftcore:paintbrush:0, §z§8§7Светло-серый§r Кисточка
buildcraftcore:paintbrush:0, §z§9§3Бирюзовый§r Кисточка
buildcraftcore:paintbrush:0, §z§a§dФиолетовый§r Кисточка
buildcraftcore:paintbrush:0, §9§9Синий§r Кисточка
buildcraftcore:paintbrush:0, §z§c§6Коричневый§r Кисточка
buildcraftcore:paintbrush:0, §z§d§aЗелёный§r Кисточка
buildcraftcore:paintbrush:0, §z§e§cКрасный§r Кисточка
buildcraftcore:paintbrush:0, §0§7Чёрный§r Кисточка
buildcraftcore:list, Список
buildcraftcore:map_location:0, Карта расположения
buildcraftcore:marker_connector, Разъем маркера
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Хрупкий %s осколок
buildcraftbuilders:snapshot:2, Строительный проект
buildcraftbuilders:snapshot:0, Чертёж
buildcraftbuilders:schematic_single:0, Схема одного блока
buildcraftbuilders:filler_planner, Планировщик заполнения
buildcraftbuilders:filler, Заполнитель
buildcraftbuilders:builder, Строитель
buildcraftbuilders:architect, Стол архитектора
buildcraftbuilders:library, Библиотека проектов
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Каркас
buildcraftbuilders:quarry, Карьер
buildcrafttransport:pipe_structure:0, Структурная труба
buildcrafttransport:pipe_wood_item:0, Деревянная транспортная труба
buildcrafttransport:pipe_cobble_item:0, Булыжниковая транспортная труба
buildcrafttransport:pipe_stone_item:0, Каменная транспортная труба
buildcrafttransport:pipe_quartz_item:0, Кварцевая транспортная труба
buildcrafttransport:pipe_iron_item:0, Железная транспортная труба
buildcrafttransport:pipe_gold_item:0, Золотая транспортная труба
buildcrafttransport:pipe_clay_item:0, Глиняная транспортная труба
buildcrafttransport:pipe_sandstone_item:0, Песчаниковая транспортная труба
buildcrafttransport:pipe_void_item:0, Пустотная транспортная труба
buildcrafttransport:pipe_obsidian_item:0, Обсидиановая транспортная труба
buildcrafttransport:pipe_diamond_item:0, Алмазная транспортная труба
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Лазуритовая транспортная труба
buildcrafttransport:pipe_daizuli_item:0, Алмазуритовая транспортная труба
buildcrafttransport:pipe_emzuli_item:0, Изумуритовая транспортная труба
buildcrafttransport:pipe_stripes_item:0, Активная транспортная труба
buildcrafttransport:pipe_wood_fluid:0, Деревянная жидкостная труба
buildcrafttransport:pipe_cobble_fluid:0, Булыжниковая жидкостная труба
buildcrafttransport:pipe_stone_fluid:0, Каменная жидкостная труба
buildcrafttransport:pipe_quartz_fluid:0, Кварцевая жидкостная труба
buildcrafttransport:pipe_gold_fluid:0, Золотая жидкостная труба
buildcrafttransport:pipe_iron_fluid:0, Железная жидкостная труба
buildcrafttransport:pipe_clay_fluid:0, Глиняная жидкостная труба
buildcrafttransport:pipe_sandstone_fluid:0, Песчаниковая жидкостная труба
buildcrafttransport:pipe_void_fluid:0, Пустотная жидкостная труба
buildcrafttransport:pipe_diamond_fluid:0, Алмазная жидкостная труба
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Деревянная энергетическая труба
buildcrafttransport:pipe_cobble_power:0, Булыжниковая энергетическая труба
buildcrafttransport:pipe_stone_power:0, Каменная энергетическая труба
buildcrafttransport:pipe_quartz_power:0, Кварцевая энергетическая труба
buildcrafttransport:pipe_gold_power:0, Золотая энергетическая труба
buildcrafttransport:pipe_sandstone_power:0, Песчаниковая энергетическая труба
buildcraftcompat:pipe_item_propolis:0, Труба пчеловода
buildcrafttransport:filtered_buffer, Фильтр
buildcrafttransport:waterproof, Уплотнитель для труб
buildcrafttransport:plug_blocker, Заглушка для труб
buildcrafttransport:plug_power_adaptor, Энергетический адаптер
buildcrafttransport:wire:0, §z§0§fБелый§r Провод трубы
buildcrafttransport:wire:1, §z§1§6Оранжевый§r Провод трубы
buildcrafttransport:wire:2, §z§2§dПурпурный§r Провод трубы
buildcrafttransport:wire:3, §z§3§bГолубой§r Провод трубы
buildcrafttransport:wire:4, §z§4§eЖёлтый§r Провод трубы
buildcrafttransport:wire:5, §z§5§aЛаймовый§r Провод трубы
buildcrafttransport:wire:6, §z§6§dРозовый§r Провод трубы
buildcrafttransport:wire:7, §z§7§7Серый§r Провод трубы
buildcrafttransport:wire:8, §z§8§7Светло-серый§r Провод трубы
buildcrafttransport:wire:9, §z§9§3Бирюзовый§r Провод трубы
buildcrafttransport:wire:10, §z§a§dФиолетовый§r Провод трубы
